job_title,company,job_location,job_summary,today,job_salary,extracted_skills,yearly_salary
data analyst - emea,American Express Global Business Travel,"Gurgaon, Haryana","The target is to accurately input and maintain data to maintain the excellence of service that we deliver to our customers, providing maximum quality of data.",2022-07-26,Not Disclosed,[],
retail data and edi analyst,Customized Energy Solutions,"Pune, Maharashtra","Backend validation for data completeness/correctness and performance.,Retail Customized Energy Solutions is looking for an Analyst with experience in X12/EDI…",2022-07-26,Not Disclosed,[],
data analyst,SISL Infotech Pvt. Ltd.,Maharashtra,"The Connected Services Division supplies software services to the mobile communications industry.,Intermediate skills of Python libraries (Numpy, Pandas, core…",2022-07-26,Not Disclosed,"['python', 'pandas', 'numpy']",
sr. data analyst,miracle hub,"Surat, Gujarat","3+ years experience mining data as a data analyst.,Develop and maintain databases by acquiring data from primary and secondary sources, and build scripts that…",2022-07-26,"₹16,467 - ₹51,000 a month",[],404802.0
analyst / consultant - tax automation and data management,Deloitte,"Gurgaon, Haryana","Execute data intensive tasks and facilitate organization of data for reporting requirements.,Apply your technology skills in areas like programming applications…",2022-07-26,Not Disclosed,[],
data analyst,"Neustar, Inc.","Hyderabad, Telangana","Analyze data and identify data pattern to bring data insight.,Build story around the data findings and explain in simple words.,R-4484 Data Analyst (Open).",2022-07-26,Not Disclosed,['r'],
finance reference data operations analyst,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka","Support the sourcing of data into the Risk and Finance applications.,Monitor, track, and report on the timeliness and completeness of source data.",2022-07-26,Not Disclosed,[],
esg data analyst,Almug Technologies Pvt Ltd,"Bengaluru, Karnataka","They should have curiosity on fundamental concepts including, but not limited to, key financial metrics & ratios, credit covenants & issuer plus security meta…",2022-07-26,"₹2,00,000 - ₹2,40,000 a year",[],220000.0
immediate requirement for data analytics - wfo - mumbai loca...,Talent Corner HR Services Private Limited,"Mumbai, Maharashtra","Solve the data problem at scale.,In addition to solving the data problems, interact with the leading companies including Fortune 500 to tell them how to use…",2022-07-26,"₹3,00,000 - ₹8,00,000 a year",[],550000.0
clinical data analyst,ParadigmIT Technology Services,India,"Strong understanding of data management plans/customer specifications for data entry screens, edit checks, custom reports, and data integrations.",2022-07-26,Not Disclosed,[],
ba4 data analyst,Barclays,"Pune, Maharashtra+1 location","Support data quality issue & measures related activity in partnership with domain data.,Support annual attestation activities of critical data flows.",2022-07-26,Not Disclosed,[],
data analyst(bi),Tax Genie,"Mumbai, Maharashtra","The candidate will be performing finance relate analysis and find, pattern, insights and values which we can provide to customers using Python, Power…",2022-07-26,Not Disclosed,['python'],
senior data analyst,sRide Tech Pvt Ltd,"Pune, Maharashtra","Acquire data from primary or secondary data sources and maintain databases/data systems.,Technical expertise regarding data models, database design development,…",2022-07-26,"₹8,00,000 - ₹11,00,000 a year",[],950000.0
data analyst - tech,Magenta,"Bengaluru, Karnataka","Developing and maintaining databases and data systems – reorganising data in a readable format.,Developing and implementing data analyses, data collection…",2022-07-26,Not Disclosed,[],
digital analyst - liveops data science - quantumblack labs,McKinsey & Company,"Gurgaon, Haryana","You will apply data science expertise to assure sustainable impact of ML solutions developed.,Identify proactive remedial strategies to prevent future data…",2022-07-26,Not Disclosed,[],
dg - business analyst - data analytics,Genpact,"Kolkata, West Bengal","Large Volume/Multiple Source - data conversion, data cleansing, report creation.,Perform Data validation to ensure accuracy and quality of data.",2022-07-26,Not Disclosed,[],
business intelligence consultant,Lagozon Technologies Pvt Ltd,"Delhi, Delhi","Identifying appropriate data, data quality assessment, developing analytics and data visualisation.,Collect data by using a scripting language such as SQL –…",2022-07-26,"₹9,00,000 - ₹18,00,000 a year",['sql'],1350000.0
"specialist, data/business analyst",DBS Bank,Maharashtra,"In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery…",2022-07-26,Not Disclosed,[],
data analyst- liabilities,IDFC FIRST Bank,"Mumbai, Maharashtra","Document process ,data codes, data repository, data request , log book for audit and learning purpose.,Before sharing of any data (customer sensitive) ensure…",2022-07-26,Not Disclosed,[],
business analyst,Careervira,"Gurgaon, Haryana","Use data to create models that depict trends in the data and generate Insights.,Technical proficiency regarding database design development, data models,…",2022-07-26,"₹8,00,000 - ₹10,00,000 a year",[],900000.0
data analyst,EaseMyTrip,"Noida, Uttar Pradesh","Extract the customer data from various data sources.,Create a structured and well-defined data overview by analyzing the customer data from multiple sources.",2022-07-26,Not Disclosed,[],
data analyst,Tamilnadu goverment,"Chennai, Tamil Nadu","Must go to the office daily.,Job Types: Full-time, Regular / Permanent.,Chennai, Tamil Nadu: Reliably commute or planning to relocate before starting work …",2022-07-26,"₹15,000 - ₹25,000 a month",[],240000.0
"analyst -operational risk, data monitoring(risk management)",Morgan Stanley,"Mumbai, Maharashtra","Effectively communicate with various internal stakeholders for data standard resolution.,Support Internal Audit and Regulatory requests with accurate data and…",2022-07-26,Not Disclosed,[],
data analyst (power bi),Thermo Fisher Scientific,"Bengaluru, Karnataka","0-2 years experienced in data analysis, data modelling and business reporting, or.,Automatic Data validation and data compliance.,Key Objectives of the role:",2022-07-26,Not Disclosed,['data analysis'],
data analyst,Standard Chartered,"Bengaluru, Karnataka+1 location","Ability to connect business problems / requirements & with available data & provide / suggest best design & solution.,This is an Individual Contributor Role.",2022-07-26,Not Disclosed,[],
data quality analyst,Fragomen,"Kochi, Kerala",We are seeking a highly capable data quality analyst to develop procedures to enhance the accuracy and integrity of our organization's data.,2022-07-26,Not Disclosed,[],
data analyst-turbo cross sell,IDFC FIRST Bank,"Airoli, Navi Mumbai, Maharashtra","Role/Job Title – Data Analyst-Turbo Cross Sell.,Function/Department - Turbo Cross Sell.,To understand the system enhancements required to better the existing…",2022-07-26,Not Disclosed,[],
data specialist / analyst,Hashtag Infosystem,"Surat, Gujarat","Break: * 15 min & 30 min ( Two Breaks ).,Fluency In English Speaking (Mandatory)*.,Strong analytical skills – Advanced Excel.,Total work: 1 year (Preferred).",2022-07-26,"₹15,000 - ₹25,000 a month",['excel'],240000.0
business analyst - core banking,Oracle,India,"Ability to collect, organize, and display data in spreadsheet format.,Follow-through skills necessary to get information from internal and third parties and…",2022-07-26,Not Disclosed,[],
data analyst,Nielsen,"Kochi, Kerala","Extract data from platforms using SQL.,Create various data processing systems for analytic research and development purposes.",2022-07-26,Not Disclosed,['sql'],
markets data management analyst,NatWest Group,"Chennai, Tamil Nadu","This role is available at senior analyst level.,Acting as a point of contact for static data queries and requests.",2022-07-26,Not Disclosed,[],
clinical data analyst (bhms/bams),Averon Infotech,"Pune, Maharashtra","Should understand Medical terminologies very well.*.,Should understand and write English without grammatical errors.*.,Should have BAMS Or BHMS Degree.",2022-07-26,"₹20,000 - ₹22,000 a month",[],252000.0
healthcare data analyst,MedTourEasy,"Delhi, Delhi","Pull and integrate data from disparate sources (e.g. cost and claims or clinical data).,Experience in data analysis and visualization methods.",2022-07-26,"₹9,80,000 - ₹12,50,000 a year",['data analysis'],1115000.0
"startup financial, data modeling & research analyst",Ideatree,India,"Candidates will have superior working knowledge of Microsoft Excel / PowerPoint, including but not limited to: charts, formulas, queries, pivot tables, import /…",2022-07-26,Not Disclosed,['excel'],
data operations analyst,The Economist Newspaper Limited,"Gurgaon, Haryana","The candidate will provide data upload and reporting insights, implementation of activities against data pulls, and help improve the quality of customer data.",2022-07-26,Not Disclosed,[],
quality analyst,Travelsees,"Delhi, Delhi","Generate reports and analyze data regarding the overall performance on a weekly/monthly.,Monitoring calls/email/Chat transactions on daily basis.",2022-07-26,"₹25,000 - ₹35,000 a month",[],360000.0
business analyst,Albanero Dev Private Limited,"Hyderabad, Telangana","Knowledge of data bases such as SQL, Oracle etc.,Experience in working on Mobile/Digital applications as a functional business analyst.",2022-07-26,"₹4,00,000 - ₹13,00,000 a year",['sql'],850000.0
data analyst,Cvent,"Gurgaon, Haryana","This Solution Specialist position is a data analyst role; an internally facing position on the Cvent Travel & Transient team.,VBA experience is a plus.",2022-07-26,Not Disclosed,[],
data analytic and informatic analyst,NTT Ltd,"Bengaluru, Karnataka",Responsible to review the product from not just a technical perspective but also from the end user’s perspective • Analyze and independently identify often…,2022-07-26,Not Disclosed,[],
